TimeStamp,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
03-25-2024 23:00,5606.5,10925,3058.5,2998.5,3295.74,3295.74
03-25-2024 23:15,5811.8,11077.5,3336.5,3251.5,3260.6,3260.6
03-25-2024 23:30,6515.5,11211.6,3766.98,3682.3,3460.54,3460.54
03-25-2024 23:45,7047.3,11345.9,4010.11,3925.19,3480.78,3480.78
03-26-2024 00:00,7732.5,14128.7,4621.9,4621.9,3160.97,3160.97
03-26-2024 00:15,7558.3,15197.1,4759.52,4759.52,3160.44,3160.44
03-26-2024 00:30,7274.7,15638.7,4802.63,4802.63,3110.95,3110.95
03-26-2024 00:45,7157.3,15944.6,4823.6,4823.6,3036.52,3036.52
03-26-2024 01:00,7056.9,16385.7,4836.76,4836.76,2999.79,2999.79
03-26-2024 01:15,7107.4,16978.3,4965.75,4965.75,2999.26,2999.26
03-26-2024 01:30,7099.7,17227.8,4989.36,4989.36,2999.05,2999.05
03-26-2024 01:45,6999.1,17399.3,5073.9,5073.9,2980.43,2980.43
03-26-2024 02:00,6893,17546.6,5038.6,5038.6,2975.08,2975.08
03-26-2024 02:15,6838.3,17697.6,4984.7,4984.7,2975.7,2975.7
03-26-2024 02:30,6799.4,17814.9,4946.1,4946.1,2975.56,2975.56
03-26-2024 02:45,6778.5,17998.7,4924.9,4924.9,2909.96,2909.96
03-26-2024 03:00,6708.7,17788.8,4875.2,4875.2,2909.72,2909.72
03-26-2024 03:15,6754.4,17595.9,4921.2,4921.2,2975.28,2975.28
03-26-2024 03:30,6812.6,17667.6,4979.6,4979.6,2909.19,2909.19
03-26-2024 03:45,6875.3,17463.5,5042.8,5042.8,2909.32,2909.32
03-26-2024 04:00,6920.2,17637.2,5308.4,5308.4,2875.41,2875.41
03-26-2024 04:15,6970.8,17112.9,5168.8,5168.8,2909.86,2909.86
03-26-2024 04:30,7031.9,17071.9,5230.7,5230.7,2975.76,2975.76
03-26-2024 04:45,6752.9,16731.3,4952.6,4952.6,2905.48,2905.48
03-26-2024 05:00,6575.9,15916.4,4731.1,4731.1,2980.66,2980.66
03-26-2024 05:15,6941.7,14949.9,4751.39,4740.5,3100.32,3100.32
03-26-2024 05:30,6882.4,13823.5,4717.8,4692.8,3019.91,3019.91
03-26-2024 05:45,6949.4,13127.1,4559.7,4529.9,3159.85,3159.85
03-26-2024 06:00,7353.5,12508.4,4403,4388,3419.17,3419.17
03-26-2024 06:15,7800.3,13067.9,4801.5,4797.17,3381.52,3381.52
03-26-2024 06:30,8563.9,12608.4,5071,5071,3430.64,3430.64
03-26-2024 06:45,8605.5,12669.1,5034.1,5034.1,3500.02,3500.02
03-26-2024 07:00,9255.2,13060.5,5252.1,5252.1,3500.49,3500.49
03-26-2024 07:15,9080.6,13559,5505.7,5505.7,3430.43,3430.43
03-26-2024 07:30,8489,13461.7,5444.71,5444.71,3210.61,3210.61
03-26-2024 07:45,8159.2,13882.5,5439.87,5439.87,3160.81,3160.81
03-26-2024 08:00,7701.4,13451.3,5258.65,5258.65,3160.51,3160.51
03-26-2024 08:15,7260.7,13567.7,5346.4,5346.4,3019.18,3019.18
03-26-2024 08:30,7311.5,13954.2,5494.71,5494.71,3050.33,3050.33
03-26-2024 08:45,7241.3,14260.8,5581.3,5581.3,2990.83,2990.83
03-26-2024 09:00,6623.8,14832.4,5683.1,5683.1,2900.94,2900.94
03-26-2024 09:15,6767.3,15092.6,5725.9,5725.9,2980.48,2980.48
03-26-2024 09:30,6920.6,14793.2,5704.9,5704.9,2999.98,2999.98
03-26-2024 09:45,7159.4,15241.2,5868.19,5868.19,3000.57,3000.57
03-26-2024 10:00,8222.7,16389,6407.6,6430.5,2999.51,2999.51
03-26-2024 10:15,8429.8,16537.5,6494.2,6495.3,3000.76,3000.76
03-26-2024 10:30,8525.6,16994.4,6640.3,6725.9,3000.32,3000.32
03-26-2024 10:45,8373.5,17346.8,6583.4,6683.3,3000.03,3000.03
03-26-2024 11:00,8747.1,18737.5,6798.8,6798.8,3019.42,3019.42
03-26-2024 11:15,8299.6,19067.8,6516.8,6516.8,2858.81,2858.81
03-26-2024 11:30,8165.3,19582.2,6383.7,6383.7,2858.24,2858.24
03-26-2024 11:45,7958.3,19961.5,6371.1,6371.1,2780.3,2780.3
03-26-2024 12:00,7884.2,20394.8,6327.5,6327.5,2499.25,2499.25
03-26-2024 12:15,7573.7,20554.9,6249.1,6249.1,2380.86,2380.86
03-26-2024 12:30,7588.2,21003.9,6323.14,6323.14,2380.21,2380.21
03-26-2024 12:45,7238.8,21662.8,6261.3,6261.3,2032.28,2032.28
03-26-2024 13:00,7181.8,22163.6,6122.9,6122.9,1999.73,1999.73
03-26-2024 13:15,7379,22588.4,6218.3,6218.3,1999.74,1999.74
03-26-2024 13:30,7482.4,22623.9,6366.7,6366.7,1999.84,1999.84
03-26-2024 13:45,7498.6,22475.4,6382.9,6382.89,1999.91,1999.91
03-26-2024 14:00,7528.9,22000.2,6431.33,6431.33,2010.57,2010.57
03-26-2024 14:15,7693.5,21591,6520.64,6520.64,2314.1,2314.1
03-26-2024 14:30,7893.5,21109.8,6468.83,6468.83,2569.03,2569.03
03-26-2024 14:45,8053,20667.5,6421.71,6421.71,2580.83,2580.83
03-26-2024 15:00,8072,19901.9,6448.55,6448.55,2883.18,2883.18
03-26-2024 15:15,8453.1,19471.1,6673.61,6673.61,2980.61,2980.61
03-26-2024 15:30,8915.2,18669.1,6844.96,6844.96,3016.98,3016.98
03-26-2024 15:45,9141,17607.2,6490.41,6490.41,3160.74,3160.74
03-26-2024 16:00,8940,16896.2,6435.5,6435.5,3160.64,3160.64
03-26-2024 16:15,9361.4,16259.6,6409.9,6409.9,3259.81,3259.81
03-26-2024 16:30,9165.6,14956.1,6165,6165,3317.51,3317.51
03-26-2024 16:45,9203,14144.2,5948.89,5948.89,3350.79,3350.79
03-26-2024 17:00,8868.5,14707.7,5848.7,5848.7,3317.25,3317.25
03-26-2024 17:15,8102.5,14556.1,5458.4,5458.4,3329.54,3329.54
03-26-2024 17:30,6913.5,14341,5181.18,5181.18,3350.2,3350.2
03-26-2024 17:45,6966.6,13824.1,5396.8,5396.8,3510.02,3510.02
03-26-2024 18:00,7676.9,13802.3,6017.6,6017.6,3317.61,3317.61
03-26-2024 18:15,7518.6,11529.8,5922.5,5922.5,3516.74,3516.74
03-26-2024 18:30,8125.9,9840.7,6361.9,6361.9,3999.16,3999.16
03-26-2024 18:45,8476.1,8431.1,6228.6,6228.6,4450.41,4450.41
03-26-2024 19:00,9137.9,8247.5,6223.54,6218.39,4500.45,4500.45
03-26-2024 19:15,9152.6,8116.6,6137.97,6137.5,4520.91,4520.91
03-26-2024 19:30,9097.6,8170.7,6132.4,6127.19,4592.2,4592.2
03-26-2024 19:45,8555.5,8189.6,5980.3,5980.3,4432.86,4432.86
03-26-2024 20:00,7599.1,9557.8,5852.08,5852.08,3949.51,3949.51
03-26-2024 20:15,7266.3,9697.9,5572.1,5572.1,3856.48,3856.48
03-26-2024 20:30,7304,9559.7,5606.77,5606.77,3949.19,3949.19
03-26-2024 20:45,7479.6,9563.5,5598,5598,3999.33,3999.33
03-26-2024 21:00,7303.3,9286,5409.8,5409.8,3880.48,3880.48
03-26-2024 21:15,7610,9475.6,5467,5467,3840.77,3840.77
03-26-2024 21:30,7651.3,9581.8,5508.4,5508.4,3840.57,3840.57
03-26-2024 21:45,7761.3,9755.7,5668.6,5668.6,3840.51,3840.51
03-26-2024 22:00,7051.3,10569.2,5452.5,5452.5,3677.89,3677.89
03-26-2024 22:15,7341.1,10632.5,5562.2,5562.2,3820.7,3820.7
03-26-2024 22:30,7695.7,10240.2,5518.4,5518.4,3840.56,3840.56
03-26-2024 22:45,8121.6,9969.1,5499.9,5499.9,3880.48,3880.48
03-26-2024 23:00,8247.5,9788,5053.2,5053.2,3603.89,3603.89
03-26-2024 23:15,8597.6,9412.5,4950.6,4950.6,3603.69,3603.69
03-26-2024 23:30,8997.2,9626.9,5149.5,5149.5,3603.69,3603.69
03-26-2024 23:45,9358.2,9791.4,5508.7,5508.7,3660.25,3660.25
03-27-2024 00:00,10200.9,10900.6,5689.4,5689.4,3603.69,3603.69
03-27-2024 00:15,10258.9,11388.2,5747,5747,3603.48,3603.48
03-27-2024 00:30,10275,12380.5,5762.9,5762.9,3603.29,3603.29
03-27-2024 00:45,10077.7,12996.8,5621.5,5621.5,3525.57,3525.57
03-27-2024 01:00,9831.8,13604.7,5533.1,5533.1,3510.59,3510.59
03-27-2024 01:15,9725.8,14100,5455.96,5455.96,3500.61,3500.61
03-27-2024 01:30,9500.2,14575.7,5485.19,5485.19,3450.48,3450.48
03-27-2024 01:45,9489.7,14727.4,5632.5,5632.5,3418.55,3418.55
03-27-2024 02:00,9322.2,14838.4,5490.5,5490.5,3414.78,3414.78
03-27-2024 02:15,9283.1,14766.4,5451.9,5451.9,3417.25,3417.25
03-27-2024 02:30,9118.9,14964.2,5226.2,5226.2,3361.8,3361.8
03-27-2024 02:45,9005.8,15009.9,5166.86,5166.86,3344.49,3344.49
03-27-2024 03:00,8774.4,14963.7,5037.73,5037.73,3330.62,3330.62
03-27-2024 03:15,8709.7,14886.9,5013.72,5013.72,3330.4,3330.4
03-27-2024 03:30,8760,14833.9,5043.79,5043.79,3350.1,3350.1
03-27-2024 03:45,8917.5,14817.3,5047.74,5047.74,3390.52,3390.52
03-27-2024 04:00,8818.3,14620.7,4893.43,4893.43,3414.09,3414.09
03-27-2024 04:15,8718.3,14297.7,4831.82,4831.82,3414.83,3414.83
03-27-2024 04:30,8611.7,13991.5,4802.56,4802.56,3414.94,3414.94
03-27-2024 04:45,8773,13858.2,4825.45,4825.45,3414.26,3414.26
03-27-2024 05:00,9151.5,13547.1,5097.9,5097.9,3450.11,3450.11
03-27-2024 05:15,9468.8,13317.2,5186.95,5186.95,3451.12,3451.12
03-27-2024 05:30,9518.6,12418.6,5255.8,5255.8,3510.65,3510.65
03-27-2024 05:45,9278.9,12117.9,5015.6,5015.6,3510.5,3510.5
03-27-2024 06:00,9844.2,12002,5834.8,5834.8,3530.31,3530.31
03-27-2024 06:15,11243.2,12173.4,6840.1,6840.1,3899.93,3899.93
03-27-2024 06:30,12299.7,11802,7587.4,7587.4,4279.64,4279.64
03-27-2024 06:45,12736.7,11829,8076.36,8076.36,4400.5,4400.5
03-27-2024 07:00,13120.5,12955.1,8088.1,8088.1,4206.58,4206.58
03-27-2024 07:15,12621.9,13170.5,7826.4,7826.4,3999.22,3999.22
03-27-2024 07:30,11858.6,13196.3,7284.69,7284.69,3800.48,3800.48
03-27-2024 07:45,11376.6,13285,7144.2,7144.2,3674.24,3674.24
03-27-2024 08:00,10070.4,13343.7,5941.6,5941.6,3510.22,3510.22
03-27-2024 08:15,9818.2,13131.1,5553.8,5553.8,3510.28,3510.28
03-27-2024 08:30,9819.4,13466.4,5787.6,5787.6,3510.58,3510.58
03-27-2024 08:45,9316.6,13792.1,5489.6,5489.6,3450.91,3450.91
03-27-2024 09:00,8568.3,14218.5,5518.01,5518.01,3350.88,3350.88
03-27-2024 09:15,8578.9,13711.2,5553.6,5553.6,3502.07,3502.07
03-27-2024 09:30,8490.6,13958.5,5608.6,5608.6,3502.66,3502.66
03-27-2024 09:45,8411.9,14451,5817.3,5817.3,3510.72,3510.72
03-27-2024 10:00,8427.8,16249.4,5489.3,5489.3,3141.98,3141.98
03-27-2024 10:15,8582.8,16420.9,5395.38,5395.38,3160.71,3160.71
03-27-2024 10:30,8545.9,16731.7,5374.23,5374.23,3200.79,3200.79
03-27-2024 10:45,7625.4,17307.7,5160.88,5155.39,3000.85,3000.85
03-27-2024 11:00,8165.5,17872.7,5442.4,5442.4,3093.46,3093.46
03-27-2024 11:15,7603,18082.8,5141.8,5141.8,2800.91,2800.91
03-27-2024 11:30,7605.8,18314.9,5090.59,5090.59,2900.63,2900.63
03-27-2024 11:45,7420.8,18490.2,5105.4,5105.4,2790.36,2790.36
03-27-2024 12:00,7880.6,18822,4999.4,4999.4,2580.98,2580.98
03-27-2024 12:15,7499.6,18965.8,4926.1,4926.1,2580.54,2580.54
03-27-2024 12:30,7329.2,19204.1,4926,4926,2580.36,2580.36
03-27-2024 12:45,7004.8,19531.1,4916.3,4916.3,2440.55,2440.55
03-27-2024 13:00,7170.7,20040.5,4861.59,4861.59,2400.5,2400.5
03-27-2024 13:15,7193.1,20399.3,4921.2,4921.2,2380.88,2380.88
03-27-2024 13:30,7388.7,20334,4895.5,4895.5,2440.79,2440.79
03-27-2024 13:45,7547.9,20301.8,4921.9,4921.9,2710.5,2710.5
03-27-2024 14:00,7145.6,19458.7,4668.9,4668.9,2883.14,2883.14
03-27-2024 14:15,7383.5,19090,4906.86,4906.86,2883.71,2883.71
03-27-2024 14:30,7459.6,18654.1,4983.66,4983.66,2883.74,2883.74
03-27-2024 14:45,7672.4,18237,5198.35,5198.35,2883.9,2883.9
03-27-2024 15:00,8274.8,17296.3,5381.7,5381.7,3000.55,3000.55
03-27-2024 15:15,8796.7,16933.2,5584.19,5584.19,3016.58,3016.58
03-27-2024 15:30,9110.2,16475.4,5727.61,5727.61,3064.27,3064.27
03-27-2024 15:45,9347.3,16151.9,5823.63,5823.63,3180.13,3180.13
03-27-2024 16:00,9448.6,15055.6,5385.08,5385.08,3250.52,3250.52
03-27-2024 16:15,9911.2,14671.7,5982.9,5982.9,3344.53,3344.53
03-27-2024 16:30,9871.9,13580.2,5610.5,5610.5,3414.48,3414.48
03-27-2024 16:45,10239,12754.8,5505.9,5505.9,3510.32,3510.32
03-27-2024 17:00,9760.3,12953.5,5287,5287,3510.1,3510.1
03-27-2024 17:15,9115.1,13325.6,5541.8,5541.8,3603.47,3603.47
03-27-2024 17:30,8028.8,14031.5,5846.3,5846.3,3650.27,3650.27
03-27-2024 17:45,7903.4,13882.2,6013.2,6013.2,3660.18,3660.18
03-27-2024 18:00,8254.4,13884.4,6154.1,6154.1,3510.07,3510.07
03-27-2024 18:15,8145.4,11875.1,6113.1,6113.1,3800.52,3800.52
03-27-2024 18:30,8427,10368.3,6321.1,6321.1,4060.9,4060.9
03-27-2024 18:45,8707,8740.9,6134.48,6134.48,4432.95,4432.95
03-27-2024 19:00,9736.8,8422.8,6445.39,6445.39,4600.34,4600.34
03-27-2024 19:15,9670.3,8301.6,6324.2,6324.2,4600.78,4600.78
03-27-2024 19:30,9539.8,8222.1,6228.69,6228.69,4600.96,4600.96
03-27-2024 19:45,8960.5,8229.3,5951.86,5951.86,4500.56,4500.56
03-27-2024 20:00,8510.3,9244.2,5954.1,5954.1,4250.27,4250.27
03-27-2024 20:15,8197.8,9308,5741,5741,4190.94,4190.94
03-27-2024 20:30,8018.8,9058.6,5538.5,5538.5,4206.05,4206.05
03-27-2024 20:45,8070.4,9044.3,5490,5490,4206.34,4206.34
03-27-2024 21:00,7982.2,9195.6,5389.7,5389.7,4130.26,4130.26
03-27-2024 21:15,8130.5,9451.6,5438.6,5438.6,4120.43,4120.43
03-27-2024 21:30,8164.8,9641.5,5437.8,5437.8,4060.9,4060.9
03-27-2024 21:45,8327.5,9880.3,5650.29,5650.29,4100.05,4100.05
03-27-2024 22:00,7604.9,10349.3,5414.6,5414.6,3840.87,3840.87
03-27-2024 22:15,7545.3,10477.5,5355.7,5355.7,3840.59,3840.59
03-27-2024 22:30,8003.1,10087.8,5216.5,5216.5,3880,3880
03-27-2024 22:45,8361.2,9854.8,5122.5,5122.5,3900.96,3900.96
03-27-2024 23:00,8587.1,9634.1,4723.6,4723.6,3899.3,3899.3
03-27-2024 23:15,8899.6,9478.9,4681.4,4681.4,3899.94,3899.94
03-27-2024 23:30,9618.8,9165.7,4864.4,4864.4,4048.75,4048.75
03-27-2024 23:45,10086.1,9141.7,5321.3,5321.3,4206.26,4206.26
03-28-2024 00:00,12330.5,9036.2,6747.8,6747.8,4611.38,4611.38
03-28-2024 00:15,12280,9463.2,6863.5,6863.5,4499.81,4499.81
03-28-2024 00:30,12376.4,9831.4,6971,6971,4467.48,4467.48
03-28-2024 00:45,12282.6,10208.2,6911.31,6911.31,4410.91,4410.91
03-28-2024 01:00,11814.7,10760,6640.88,6640.88,4279.76,4279.76
03-28-2024 01:15,11628.6,10907.6,6503.34,6503.34,4206.88,4206.88
03-28-2024 01:30,11316.2,11214.5,6294.7,6294.7,4104.34,4104.34
03-28-2024 01:45,11009.8,11449.4,6372.1,6372.1,3949.88,3949.88
03-28-2024 02:00,10798.7,11577.8,6251.8,6251.8,3700.95,3700.95
03-28-2024 02:15,10589.9,11760.9,6076.68,6076.68,3672.42,3672.42
03-28-2024 02:30,10326.6,11914.2,5650.88,5650.88,3600.81,3600.81
03-28-2024 02:45,10088.1,11928.3,5628.27,5628.27,3560.99,3560.99
03-28-2024 03:00,10008.3,11710.6,5513.08,5513.08,3600.3,3600.3
03-28-2024 03:15,9699.4,11697.9,5490.03,5490.03,3550.58,3550.58
03-28-2024 03:30,9609,11724.6,5486.46,5486.46,3550.31,3550.31
03-28-2024 03:45,9611.8,11724.2,5590.26,5590.26,3549.03,3549.03
03-28-2024 04:00,9573,11493,5456.89,5456.89,3550.53,3550.53
03-28-2024 04:15,9520.5,11247.6,5428.16,5428.16,3550.61,3550.61
03-28-2024 04:30,9349,11381.1,5516.56,5516.56,3550.09,3550.09
03-28-2024 04:45,9648.7,11123,5600.18,5600.18,3550.31,3550.31
03-28-2024 05:00,9750.3,10859.6,5360.31,5360.31,3600.43,3600.43
03-28-2024 05:15,9998.5,10578.3,5465.07,5465.07,3624.16,3624.16
03-28-2024 05:30,9861.4,9804.3,5420.9,5420.9,3674.51,3674.51
03-28-2024 05:45,10049,9788.2,5508.3,5508.3,3674.7,3674.7
03-28-2024 06:00,11075.6,9719.3,5963.19,5963.2,4200.55,4200.55
03-28-2024 06:15,12157.2,9714.4,7085.98,7086,4500.18,4500.18
03-28-2024 06:30,12808.3,9949.2,7559.55,7555.35,4589.7,4589.7
03-28-2024 06:45,13001,10266.4,7939.37,7935.18,4589.82,4589.82
03-28-2024 07:00,13879,11142.1,8515.15,8515.13,4589.4,4589.4
03-28-2024 07:15,13424.6,11762.9,8391.05,8387.11,4410.98,4410.98
03-28-2024 07:30,12726.7,11818.7,7895.03,7895.03,4293.13,4293.13
03-28-2024 07:45,12084.7,12303.8,7424.1,7424.1,4200.91,4200.91
03-28-2024 08:00,11619.3,11905.3,6998.29,6998.29,3907.55,3907.55
03-28-2024 08:15,11100,11680.5,6614.2,6604.9,3674.5,3674.5
03-28-2024 08:30,10777.8,12035.6,6399.46,6399.46,3620.96,3620.96
03-28-2024 08:45,10357.4,12353.8,6198.68,6198.68,3550.9,3550.9
03-28-2024 09:00,9944.4,12358,6452.9,6452.9,3654.54,3654.54
03-28-2024 09:15,10136,11871.5,6921.64,6921.64,3730.04,3730.04
03-28-2024 09:30,10445,12324.9,7262.8,7262.8,3840.12,3840.12
03-28-2024 09:45,10286.2,12858.2,7179.2,7179.2,3674.86,3674.86
03-28-2024 10:00,10542.2,14018.4,6377.43,6377.43,3570.54,3570.54
03-28-2024 10:15,10910.8,13982.3,6819.4,6825.4,3674.8,3674.8
03-28-2024 10:30,10645.1,14142.9,6566.4,6753.65,3674.49,3674.49
03-28-2024 10:45,9852.1,14353,6119.4,6467.2,3654.26,3654.26
03-28-2024 11:00,9769.9,14785.2,6083,6283,3510.83,3510.83
03-28-2024 11:15,9486,14814.8,5867.6,6067.6,3510.15,3510.15
03-28-2024 11:30,9215,15062.6,5699.89,5899.9,3395.8,3395.8
03-28-2024 11:45,9078,15255.3,5576.1,5776.1,3395.33,3395.33
03-28-2024 12:00,8674.9,15388.8,4885.16,5065.19,3250.44,3250.44
03-28-2024 12:15,8473.8,15627.2,4902.95,4928.84,3200.35,3200.35
03-28-2024 12:30,8099.2,15978.9,4712.27,4849.84,3000.87,3000.87
03-28-2024 12:45,7713.5,16414.9,4492.67,4689.67,2975.81,2975.81
03-28-2024 13:00,7755.7,17093.4,4516.12,4716.12,2900.55,2900.55
03-28-2024 13:15,7786.7,17451.8,4606.19,4806.19,2890.63,2890.63
03-28-2024 13:30,8006.5,17304,4762.7,4962.7,2903.77,2903.77
03-28-2024 13:45,8439,17266.2,5152.56,5337.94,2985.41,2985.41
03-28-2024 14:00,8502.9,16973.2,5283.01,5057.16,3016.21,3016.21
03-28-2024 14:15,8821.3,16727.9,5501.43,5129.2,3020.3,3020.3
03-28-2024 14:30,9149.1,16299.1,5630.67,5167.58,3020.94,3020.94
03-28-2024 14:45,9595.5,15998,5789,5338.62,3100.67,3100.67
03-28-2024 15:00,9730.9,15150,5614.83,5283.65,3270.85,3270.85
03-28-2024 15:15,10175.3,14773.4,5567.12,5524.57,3280.41,3280.41
03-28-2024 15:30,10917.1,14120.7,5534.89,5593.89,3317.11,3317.11
03-28-2024 15:45,11230.7,13589.3,6109.6,6116.82,3395.99,3395.99
03-28-2024 16:00,11169.2,12754.6,6278,6152.87,3451.35,3451.35
03-28-2024 16:15,11243.8,12323.4,6432,6432,3510.27,3510.27
03-28-2024 16:30,11538.3,11333.8,6637.6,6637.6,3603.92,3603.92
03-28-2024 16:45,11779.6,10482.7,6638.89,6638.89,3899.45,3899.45
03-28-2024 17:00,11323.1,11101.6,6341.5,6341.5,3660.15,3660.15
03-28-2024 17:15,10947.8,11662,6773.95,6773.95,3949.98,3949.98
03-28-2024 17:30,9816.8,11848.7,6892.7,6892.7,3880.34,3880.34
03-28-2024 17:45,9922.8,11876.7,7491.1,7491.1,3989.44,3989.44
03-28-2024 18:00,9893.9,11391.3,7008.4,7008.4,3880.21,3880.21
03-28-2024 18:15,9913.1,9586.4,6914.3,6914.3,4432.21,4432.21
03-28-2024 18:30,10401.3,8533.2,6913.64,6913.64,5000.36,5000.36
03-28-2024 18:45,10639.1,7804.1,6345.49,6345.49,5309.98,5309.98
03-28-2024 19:00,11313,7452.8,6335.2,6335.2,5500.18,5500.18
03-28-2024 19:15,11554,7316.6,6195,6195,5500.14,5500.14
03-28-2024 19:30,11032.2,7308.5,6005.21,6005.21,5469.3,5469.3
03-28-2024 19:45,10256.5,7384.1,5884.74,5884.74,5100.46,5100.46
03-28-2024 20:00,9534,8056.2,6014.49,6014.49,4741.88,4741.88
03-28-2024 20:15,9525.9,8080.4,6043.59,6043.59,4760.94,4760.94
03-28-2024 20:30,9381.8,7965.7,5926.24,5926.24,4700.37,4700.37
03-28-2024 20:45,9403,7851.3,5764.43,5764.43,4710.36,4710.36
03-28-2024 21:00,9204.9,7966,5604.48,5604.48,4650.79,4650.79
03-28-2024 21:15,9433.5,7851.4,5485.82,5485.82,4700.3,4700.3
03-28-2024 21:30,9701.8,7939.3,5581.9,5581.9,4665.02,4665.02
03-28-2024 21:45,9885.7,7917.7,5556.83,5556.83,4700.34,4700.34
03-28-2024 22:00,9633.8,8894.1,6503.53,6503.17,4565.32,4565.32
03-28-2024 22:15,9502.6,9017.8,6408.3,6405.6,4432.91,4432.91
03-28-2024 22:30,9926,8710.9,6186.8,6184.12,4499.37,4499.37
03-28-2024 22:45,10212,8448,6015.75,6015.71,4500.54,4500.54
03-28-2024 23:00,10410.8,8346,5729.7,5729.7,4480.16,4480.16
03-28-2024 23:15,10474.8,8019.5,5478.2,5478.2,4493.98,4493.98
03-28-2024 23:30,10724.4,7967.6,5669.3,5669.3,4447.63,4447.63
03-28-2024 23:45,10913.7,7927.8,5791.45,5791.45,4499.42,4499.42
03-29-2024 00:00,15833.4,5714.2,5448.18,5448.2,10000,10000
03-29-2024 00:15,15567.2,5806.7,5540.7,5540.7,10000,10000
03-29-2024 00:30,15200.8,6160.7,5747.9,5747.9,6637.4,6637.4
03-29-2024 00:45,14698.1,6299.5,5624.27,5624.27,6070.2,6070.2
03-29-2024 01:00,14097.9,6480.6,5647.9,5647.9,6000.5,6000.5
03-29-2024 01:15,13892.8,6741.5,5866.2,5866.2,5833.96,5833.96
03-29-2024 01:30,13940.1,7164.3,6032.69,6032.69,5884.32,5884.32
03-29-2024 01:45,13865.4,7309.5,5958.4,5958.4,5500.59,5500.59
03-29-2024 02:00,13580.2,7361.9,6009.9,6009.9,5500.2,5500.2
03-29-2024 02:15,13354.1,7484.5,5959.3,5959.3,5100.42,5100.42
03-29-2024 02:30,13055.6,7706.6,5806.9,5806.9,4828.1,4828.1
03-29-2024 02:45,12768.7,7867.6,5751.6,5751.6,4592.55,4592.55
03-29-2024 03:00,12645.6,7875.3,5468.1,5468.1,4507.35,4507.35
03-29-2024 03:15,12532.7,7854.3,5383.46,5383.46,4499.47,4499.47
03-29-2024 03:30,12617.9,7997.2,5349.14,5349.14,4279.93,4279.93
03-29-2024 03:45,12493.7,8117.9,5265.54,5265.54,4279.17,4279.17
03-29-2024 04:00,12362.7,8101.5,5342.48,5342.48,4279.04,4279.04
03-29-2024 04:15,12414.2,7887.7,5384.39,5384.39,4339.27,4339.27
03-29-2024 04:30,12110.2,7341.5,5204.46,5204.46,4499.14,4499.14
03-29-2024 04:45,12236.8,7087.2,5220.7,5220.7,4589.88,4589.88
03-29-2024 05:00,12081.1,6799.6,5254.96,5254.96,4828.36,4828.36
03-29-2024 05:15,12474.7,6569.9,5447.23,5447.23,4914.98,4914.98
03-29-2024 05:30,12708.7,6688.7,5551.2,5551.2,5055.29,5055.29
03-29-2024 05:45,12304.9,6737.9,5554.93,5554.93,4914.45,4914.45
03-29-2024 06:00,11841.6,7689,5914,5914,4858.43,4858.43
03-29-2024 06:15,13125.3,8129.5,6917.19,6917.19,5100.39,5100.39
03-29-2024 06:30,13432.6,8014.8,6914.5,6914.5,5100.14,5100.14
03-29-2024 06:45,13696.2,8104,6878.7,6878.7,5100.56,5100.56
03-29-2024 07:00,13941.5,9365.8,7768.78,7768.78,4798.81,4798.81
03-29-2024 07:15,13334.3,9561.8,7367,7367,4769.53,4769.53
03-29-2024 07:30,12387,9573.2,6724.4,6724.4,4499.58,4499.58
03-29-2024 07:45,12052.4,10065,6346.41,6346.41,4410.35,4410.35
03-29-2024 08:00,11371,9779.3,5739.9,5739.9,3907.86,3907.86
03-29-2024 08:15,10530.4,9758.4,5187.9,5187.9,3620.49,3620.49
03-29-2024 08:30,10072.4,10161,5113.3,5113.3,3525.59,3525.59
03-29-2024 08:45,9422.5,10240.2,4696.4,4696.4,3490.88,3490.88
03-29-2024 09:00,10132.3,10625.5,5319.3,5319.3,3800.47,3800.47
03-29-2024 09:15,9888.8,10448.7,5327.1,5327.1,3819.95,3819.95
03-29-2024 09:30,9673.5,10875.9,5312.7,5312.7,3525.09,3525.09
03-29-2024 09:45,9631.2,11372,5409.6,5409.6,3500.94,3500.94
03-29-2024 10:00,10184.8,11955.9,5512.2,5512.2,3500.7,3500.7
03-29-2024 10:15,10177.4,12257.4,5565.8,5571.8,3587.06,3587.06
03-29-2024 10:30,9961.9,12687.8,5429.6,5529.06,3525.18,3525.18
03-29-2024 10:45,9530.9,13065.6,5386.3,5595.8,3500.83,3500.83
03-29-2024 11:00,9505.4,13187,5323.49,5386.7,3300.73,3300.73
03-29-2024 11:15,9580.5,14162.8,5359.6,5359.59,3300.49,3300.49
03-29-2024 11:30,9686.5,14412,5449.5,5449.5,3500.1,3500.1
03-29-2024 11:45,9474.8,14673.4,5379.8,5379.8,3222.99,3222.99
03-29-2024 12:00,8757.7,14448.2,4983.6,4983.6,3000.79,3000.79
03-29-2024 12:15,8691.6,14436.1,4933.49,4933.49,3000.95,3000.95
03-29-2024 12:30,8686,14715.7,4750.3,4750.3,2870.55,2870.55
03-29-2024 12:45,8384.4,15190.1,4724.7,4824.7,2870.87,2870.87
03-29-2024 13:00,8222.6,16000.1,4757.7,4857.68,2700.07,2700.07
